"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Gnatyuk V.A.; Vlasenko O.I.; Levytskyi S.N.; Aoki T.; Mizeikis V.; Gagarsky S.V.; Zelenska K.S.; Gnatyuk D.V.","Gnatyuk, Volodymyr A. (7003369355); Vlasenko, Oleksandr I. (35581961300); Levytskyi, Sergiy N. (25923472700); Aoki, Toru (7404613944); Mizeikis, Vygantas (57207901348); Gagarsky, Sergey V. (49561181400); Zelenska, Kateryna S. (35097884500); Gnatyuk, Dmytro V. (36773271000)","7003369355; 35581961300; 25923472700; 7404613944; 57207901348; 49561181400; 35097884500; 36773271000","Capabilities of laser-induced marks as information carriers created in different materials","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994654235&doi=10.2961%2fjlmn.2016.02.0005&partnerID=40&md5=900c39db5741ebc46e29e5219079275b","V.E. Lashkaryov Institute of Semiconductor Physics, National Academy of Sciences of Ukraine, 41 Nauky Ave., Kyiv, 03028, Ukraine; Graduate School of Informatics, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan; Research Institute of Electronics, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan; ITMO University, 49 Kronverksky Ave., Saint Petersburg, 197101, Russian Federation; Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska Str., Kyiv, 01601, Ukraine; Graduate School of Science and Technology, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan","Gnatyuk V.A., V.E. Lashkaryov Institute of Semiconductor Physics, National Academy of Sciences of Ukraine, 41 Nauky Ave., Kyiv, 03028, Ukraine; Vlasenko O.I., V.E. Lashkaryov Institute of Semiconductor Physics, National Academy of Sciences of Ukraine, 41 Nauky Ave., Kyiv, 03028, Ukraine; Levytskyi S.N., V.E. Lashkaryov Institute of Semiconductor Physics, National Academy of Sciences of Ukraine, 41 Nauky Ave., Kyiv, 03028, Ukraine; Aoki T., Graduate School of Informatics, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan, Research Institute of Electronics, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan; Mizeikis V., Research Institute of Electronics, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan; Gagarsky S.V., ITMO University, 49 Kronverksky Ave., Saint Petersburg, 197101, Russian Federation; Zelenska K.S., Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska Str., Kyiv, 01601, Ukraine; Gnatyuk D.V., Graduate School of Science and Technology, Shizuoka University, 3-5-1 Johoku, Naka-ku, Hamamatsu, 432-8011, Japan","18800688","",""
"Skorohod B.A.","Skorohod, B.A. (25927595200)","25927595200","Learning Algorithms for Neural Networks and Neuro-Fuzzy Systems with Separable Structures","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957935656&doi=10.1007%2fs10559-015-9710-4&partnerID=40&md5=39c015849082e9bdf07127f3595e579a","Sevastopol National Technical University, Sevastopol, Ukraine","Skorohod B.A., Sevastopol National Technical University, Sevastopol, Ukraine","10600396","",""
"Matveyev A.Ya.; Kubriakov A.A.; Boyev A.G.; Bychkov D.M.; Velichko S.A.; Ivanov V.K.; Stanichny S.V.; Tsymbal V.N.","Matveyev, A.Ya. (7102723516); Kubriakov, A.A. (57189358120); Boyev, A.G. (57191301318); Bychkov, D.M. (8280079300); Velichko, S.A. (57197224635); Ivanov, V.K. (55943368800); Stanichny, S.V. (6602344280); Tsymbal, V.N. (7005685453)","7102723516; 57189358120; 57191301318; 8280079300; 57197224635; 55943368800; 6602344280; 7005685453","Multiangular satellite radar diagnostics of oil spills on the sea surface: Validation of the method","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969884768&doi=10.1615%2fTelecomRadEng.v75.i4.30&partnerID=40&md5=b17d1a96c1069135e408c2a3924f2949","A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine; Institute for Marine Hydrophysics, #2, Captains' St., Sevastopol, Crimea, Ukraine; Institute of Radio Astronomy, National Academy of Sciences of Ukraine, #4, Chervonopraporna St., Kharkov, UA-61002, Ukraine","Matveyev A.Ya., A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine; Kubriakov A.A., Institute for Marine Hydrophysics, #2, Captains' St., Sevastopol, Crimea, Ukraine; Boyev A.G., Institute of Radio Astronomy, National Academy of Sciences of Ukraine, #4, Chervonopraporna St., Kharkov, UA-61002, Ukraine; Bychkov D.M., A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine; Velichko S.A., A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine; Ivanov V.K., A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine; Stanichny S.V., Institute for Marine Hydrophysics, #2, Captains' St., Sevastopol, Crimea, Ukraine; Tsymbal V.N., A.Ya. Usikov Institute for Radiophysics, Electronics of the National Academy of Sciences of Ukraine, 12, Academician Proskura St., Kharkiv, 61085, Ukraine","00402508","","TCREA"
"Nikonenko A.G.; Bozhok Y.M.","Nikonenko, Alexander G. (7005667285); Bozhok, Yuriy M. (6602755510)","7005667285; 6602755510","Simple computational technique to quantify nuclear shape asymmetry","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925345433&doi=10.1002%2fcyto.a.22612&partnerID=40&md5=516f424069f0f67a8cb3689c04f4e8af","Department of Cytology, Bogomoletz Institute of Physiology, Kiev, Ukraine; Department of Functional Diagnostics, Institute of Endocrinology and Metabolism, Kiev, Ukraine","Nikonenko A.G., Department of Cytology, Bogomoletz Institute of Physiology, Kiev, Ukraine; Bozhok Y.M., Department of Functional Diagnostics, Institute of Endocrinology and Metabolism, Kiev, Ukraine","15524922","","CPAYA"
"Maruschak P.O.; Sorochak A.P.; Konovalenko I.V.","Maruschak, P.O. (25638742300); Sorochak, A.P. (37078111000); Konovalenko, I.V. (26537632000)","25638742300; 37078111000; 26537632000","Stereoscopic Analysis of the Stretch Zone of a Steel Specimen Cut Out of a Railway Axle and Tested for Static Fracture Toughness","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929839365&doi=10.1007%2fs11668-015-9956-1&partnerID=40&md5=2ad1d4c357c8f0d8cd6163322fb18691","Ternopil Ivan Pul’uj National Technical University, Ternopil, Ukraine","Maruschak P.O., Ternopil Ivan Pul’uj National Technical University, Ternopil, Ukraine; Sorochak A.P., Ternopil Ivan Pul’uj National Technical University, Ternopil, Ukraine; Konovalenko I.V., Ternopil Ivan Pul’uj National Technical University, Ternopil, Ukraine","15477029","",""
"Korobiichuk I.; Podchashinskiy Y.; Shapovalova O.; Shadura V.; Nowicki M.; Szewczyk R.","Korobiichuk, Igor (56835659200); Podchashinskiy, Yurij (56951192800); Shapovalova, Oksana (57193926473); Shadura, Valentina (56835570200); Nowicki, Michał (55963342700); Szewczyk, Roman (6701849300)","56835659200; 56951192800; 57193926473; 56835570200; 55963342700; 6701849300","Precision increase in automated digital image measurement systems of geometric values","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946615822&doi=10.1007%2f978-3-319-23923-1_51&partnerID=40&md5=ef23c92019ff8deaa5f1efd931d28729","Industrial Research Institute for Automation and Measurements, Warsaw, Poland; Zhytomyr State Technological University, Zhytomyr, Ukraine; Institute of Metrology and Biomedical Engineering, Warsaw University of Technology, Warsaw, Poland","Korobiichuk I., Industrial Research Institute for Automation and Measurements, Warsaw, Poland; Podchashinskiy Y., Zhytomyr State Technological University, Zhytomyr, Ukraine; Shapovalova O., Zhytomyr State Technological University, Zhytomyr, Ukraine; Shadura V., Zhytomyr State Technological University, Zhytomyr, Ukraine; Nowicki M., Institute of Metrology and Biomedical Engineering, Warsaw University of Technology, Warsaw, Poland; Szewczyk R., Institute of Metrology and Biomedical Engineering, Warsaw University of Technology, Warsaw, Poland","21945357","",""
"Wójcik W.; Dubovoi V.M.; Duda M.E.; Romaniuk R.S.; Yesmakhanova L.; Kozbakova A.","Wójcik, Waldemar (7005121594); Dubovoi, Vladymyr M. (6603193226); Duda, Marina E. (57195363451); Romaniuk, Ryszard S. (7006559975); Yesmakhanova, Laura (57105501800); Kozbakova, Ainur (57195683902)","7005121594; 6603193226; 57195363451; 7006559975; 57105501800; 57195683902","Coordination in serial-parallel image processing","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957653115&doi=10.1117%2f12.2229006&partnerID=40&md5=ea5c253f019f7d2911bbab1a1a113d25","Lublin University of Technology, 38D Nadbystrzycka Street, Lublin, 20-618, Poland; Vinnytsia National Technical University, 95 Khmelnytske shosse, Vinnytsia, 21021, Ukraine; Institute of Electronic Systems, Faculty of Electronics and Information Technology, Warsaw University of Technology, Warsaw, Poland; Kazakh National Research Technical University after K. I. Satpaev, 22, Satpaev Street, Almaty, 050013, Kazakhstan","Wójcik W., Lublin University of Technology, 38D Nadbystrzycka Street, Lublin, 20-618, Poland; Dubovoi V.M., Vinnytsia National Technical University, 95 Khmelnytske shosse, Vinnytsia, 21021, Ukraine; Duda M.E., Vinnytsia National Technical University, 95 Khmelnytske shosse, Vinnytsia, 21021, Ukraine; Romaniuk R.S., Institute of Electronic Systems, Faculty of Electronics and Information Technology, Warsaw University of Technology, Warsaw, Poland; Yesmakhanova L., Kazakh National Research Technical University after K. I. Satpaev, 22, Satpaev Street, Almaty, 050013, Kazakhstan; Kozbakova A., Kazakh National Research Technical University after K. I. Satpaev, 22, Satpaev Street, Almaty, 050013, Kazakhstan","0277786X","978-151060057-7","PSISD"
"Gorokhovatsky V.A.; Kobylin O.A.; Kulikov Yu.A.","Gorokhovatsky, V.A. (6506997369); Kobylin, O.A. (56845919400); Kulikov, Yu.A. (56845066600)","6506997369; 56845919400; 56845066600","Application of granulation of feature descriptions in structural image recognition","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941651384&doi=10.1615%2fTelecomRadEng.v74.i6.30&partnerID=40&md5=a0355c625287f6fe55ca2b0dd206f6bc","Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine","Gorokhovatsky V.A., Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine; Kobylin O.A., Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine; Kulikov Yu.A., Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine","00402508","","TCREA"
"Baglyuk G.A.; Kurikhin V.S.; Khomenko A.I.; Kozachenko I.S.","Baglyuk, G.A. (7003663169); Kurikhin, V.S. (56781456500); Khomenko, A.I. (37009116600); Kozachenko, I.S. (56781525000)","7003663169; 56781456500; 37009116600; 56781525000","Improving Methods for Studying the Strain Distribution in Powders During Compaction","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957437018&doi=10.1007%2fs11106-015-9689-4&partnerID=40&md5=5f78cdd77a1c27a02a0262e7896a2efd","Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kiev, Ukraine","Baglyuk G.A., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kiev, Ukraine; Kurikhin V.S., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kiev, Ukraine; Khomenko A.I., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kiev, Ukraine; Kozachenko I.S., Frantsevich Institute for Problems of Materials Science, National Academy of Sciences of Ukraine, Kiev, Ukraine","10681302","",""
"Kudriashov V.V.; Garbar A.Y.; Lukin K.A.; Maslikowski L.; Samczynski P.; Kulpa K.S.","Kudriashov, Volodymyr V. (52663657700); Garbar, Artem Y. (57041070400); Lukin, Konstantin A. (16402414700); Maslikowski, Lukasz (35956594900); Samczynski, Piotr (24175061000); Kulpa, Krzysztof S. (6602483683)","52663657700; 57041070400; 16402414700; 35956594900; 24175061000; 6602483683","Fusion of images generated by radiometric and active noise SAR","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953384152&doi=10.1515%2fcait-2015-0089&partnerID=40&md5=8c5e985424ff4b15b2e2509a03a74951","Institute of Information and Communication Technologies, BAS, Sofia, 1113, Bulgaria; National Technical University Kharkiv polytechnic institute, 21 Frunze str., Kharkiv, 61002, Ukraine; O.Ya. Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, 12 Ak. Proskura str., Kharkiv, 61085, Ukraine; Warsaw University of Technology, 15/19 Nowowiejska str., Warsaw, 00-665, Poland","Kudriashov V.V., Institute of Information and Communication Technologies, BAS, Sofia, 1113, Bulgaria; Garbar A.Y., National Technical University Kharkiv polytechnic institute, 21 Frunze str., Kharkiv, 61002, Ukraine; Lukin K.A., O.Ya. Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, 12 Ak. Proskura str., Kharkiv, 61085, Ukraine; Maslikowski L., Warsaw University of Technology, 15/19 Nowowiejska str., Warsaw, 00-665, Poland; Samczynski P., Warsaw University of Technology, 15/19 Nowowiejska str., Warsaw, 00-665, Poland; Kulpa K.S., Warsaw University of Technology, 15/19 Nowowiejska str., Warsaw, 00-665, Poland","13119702","",""
"Shkurat O.; Solomin A.","Shkurat, Oksana (57190427379); Solomin, Andrey (57190428416)","57190427379; 57190428416","Methods of processing medical images for the detection of pathologies in craniofacial surgery","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979892857&doi=10.15587%2f1729-4061.2015.43334&partnerID=40&md5=04d700fc993117b1abd27cbe984b3567","Department of Biosafety and human health, National Technical University of Ukraine Kiev Polytechnic Institute Victory Ave., 37, Kiev 3056, Ukraine","Shkurat O., Department of Biosafety and human health, National Technical University of Ukraine Kiev Polytechnic Institute Victory Ave., 37, Kiev 3056, Ukraine; Solomin A., Department of Biosafety and human health, National Technical University of Ukraine Kiev Polytechnic Institute Victory Ave., 37, Kiev 3056, Ukraine","17293774","",""
"Hnatushenko V.V.; Kavats O.O.; Kibukevych I.O.","Hnatushenko, V.V. (6505609275); Kavats, O.O. (56996161600); Kibukevych, I.O. (57188731562)","6505609275; 56996161600; 57188731562","Efficiency determination of scanner data fusion methods of space multispectral images","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962499766&doi=10.1109%2fYSF.2015.7333153&partnerID=40&md5=74b92924b257bd6fda85799cd3cd7fd6","Department Automated Information Processing Systems, O.Gonchar Dnepropetrovsk National University, DNU, Ukraine; Department Information Technologies and Systems, National Metallurgical Academy of Ukraine, NMetAU, Dnepropetrovsk, Ukraine","Hnatushenko V.V., Department Automated Information Processing Systems, O.Gonchar Dnepropetrovsk National University, DNU, Ukraine; Kavats O.O., Department Information Technologies and Systems, National Metallurgical Academy of Ukraine, NMetAU, Dnepropetrovsk, Ukraine; Kibukevych I.O., Department Information Technologies and Systems, National Metallurgical Academy of Ukraine, NMetAU, Dnepropetrovsk, Ukraine","","978-146736977-0",""
"Semenova K.I.; Shelevytsky I.V.","Semenova, K.I. (55357892600); Shelevytsky, I.V. (54387479600)","55357892600; 54387479600","Signal processing for front-side looking SAR","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962560343&doi=10.1109%2fYSF.2015.7333154&partnerID=40&md5=9362498fcff566a21202c4968c8335e8","Electronics Department, National Aviation University, Kyiv, Ukraine; Kryvyi Rih Pedagogical Institute, Kryvyi Rih, Ukraine","Semenova K.I., Electronics Department, National Aviation University, Kyiv, Ukraine; Shelevytsky I.V., Kryvyi Rih Pedagogical Institute, Kryvyi Rih, Ukraine","","978-146736977-0",""
"Gorovyi I.M.; Bezvesilniy O.O.; Vavriv D.M.","Gorovyi, Ievgen M. (36514483700); Bezvesilniy, Oleksandr O. (8263293900); Vavriv, Dmytro M. (35565792200)","36514483700; 8263293900; 35565792200","Efficient data focusing and trajectory reconstruction in airborne SAR systems","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945897689&doi=10.1109%2fSPS.2015.7168271&partnerID=40&md5=cb501cddffdc5618f13473a980a88ddc","Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine","Gorovyi I.M., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine; Bezvesilniy O.O., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine; Vavriv D.M., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str., Kharkov, 61002, Ukraine","","978-837798160-3",""
"Melnychuk S.I.; Yakovyn S.V.","Melnychuk, S.I. (55991578200); Yakovyn, S.V. (56996131600)","55991578200; 56996131600","Objects (signals) identification using estimated information entropy of two-dimensional monochrome images","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949449666&partnerID=40&md5=a3db5f0b864c9763f09e101f9e7b2746","Ivano-Frankivsk National Technical, University of Oil and Gas, Ivano-Frankivsk, Ukraine; SoftServe IT Company, Ivano-Frankivsk, Ukraine","Melnychuk S.I., Ivano-Frankivsk National Technical, University of Oil and Gas, Ivano-Frankivsk, Ukraine; Yakovyn S.V., SoftServe IT Company, Ivano-Frankivsk, Ukraine","20712227","",""
